run_id,npz_name,source_kind,source_path,source_member,experiment,status,run_kind,timestamp_utc,sample_rate_hz_requested,sample_rate_hz_actual,sample_rate_error_hz,signal_frequency_hz,signal_frequency_measured_hz,fir_mode,power_tier_dbm,nblocks_requested,stale_blocks_dropped,nblocks_saved,nsamples,device_index,direct,gain_db,adc_mean_block_rms,adc_max,adc_min,adc_is_clipped,adc_passes_guard,guard_attempts,array_nblocks,array_nsamples
e1_sr1600000_f1113043_idx07_fir_default__pp10p0,e1_sr1600000_f1113043_idx07_fir_default__pp10p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1113043_idx07_fir_default__pp10p0.npz,E1,captured,power_tier_capture,2026-02-09T03:26:41.611038+00:00,1600000.0,1600000.0,0.0,1113043.4782608696,1113043.4782608696,default,10.0,6,1,5,2048,0,True,0.0,51.88307623867864,81,31,False,True,1,5,2048
e1_sr1600000_f1252174_idx08_fir_alias_hack__pm30p0,e1_sr1600000_f1252174_idx08_fir_alias_hack__pm30p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1252174_idx08_fir_alias_hack__pm30p0.npz,E1,captured,power_tier_capture,2026-02-09T03:29:53.097215+00:00,1600000.0,1600000.0,0.0,1252173.9130434783,1252173.9130434783,alias_hack,-30.0,6,1,5,2048,0,True,0.0,12.960788061384084,2,-23,False,True,1,5,2048
e1_sr1600000_f1252174_idx08_fir_alias_hack__pm40p0,e1_sr1600000_f1252174_idx08_fir_alias_hack__pm40p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1252174_idx08_fir_alias_hack__pm40p0.npz,E1,captured_guard_fail,power_tier_capture,2026-02-09T03:29:51.051511+00:00,1600000.0,1600000.0,0.0,1252173.9130434783,1252173.9130434783,alias_hack,-40.0,6,1,5,2048,0,True,0.0,1.380657469133887,2,-3,False,False,3,5,2048
e1_sr1600000_f1252174_idx08_fir_alias_hack__pm50p0,e1_sr1600000_f1252174_idx08_fir_alias_hack__pm50p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1252174_idx08_fir_alias_hack__pm50p0.npz,E1,captured_guard_fail,power_tier_capture,2026-02-09T03:29:47.002970+00:00,1600000.0,1600000.0,0.0,1252173.9130434783,1252173.9130434783,alias_hack,-50.0,6,1,5,2048,0,True,0.0,0.7360066409723816,1,-2,False,False,3,5,2048
e1_sr1600000_f1252174_idx08_fir_default__pm10p0,e1_sr1600000_f1252174_idx08_fir_default__pm10p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1252174_idx08_fir_default__pm10p0.npz,E1,captured,power_tier_capture,2026-02-09T03:26:44.554403+00:00,1600000.0,1600000.0,0.0,1252173.9130434783,1252173.9130434783,default,-10.0,6,1,5,2048,0,True,0.0,12.939041440975146,20,6,False,True,1,5,2048
e1_sr1600000_f1252174_idx08_fir_default__pp0p0,e1_sr1600000_f1252174_idx08_fir_default__pp0p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1252174_idx08_fir_default__pp0p0.npz,E1,captured,power_tier_capture,2026-02-09T03:26:46.516866+00:00,1600000.0,1600000.0,0.0,1252173.9130434783,1252173.9130434783,default,0.0,6,1,5,2048,0,True,0.0,65.87755326397449,74,51,False,True,1,5,2048
e1_sr1600000_f1252174_idx08_fir_default__pp10p0,e1_sr1600000_f1252174_idx08_fir_default__pp10p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1252174_idx08_fir_default__pp10p0.npz,E1,captured,power_tier_capture,2026-02-09T03:26:48.453445+00:00,1600000.0,1600000.0,0.0,1252173.9130434783,1252173.9130434783,default,10.0,6,1,5,2048,0,True,0.0,40.49411638831799,71,25,False,True,1,5,2048
e1_sr1600000_f1391304_idx09_fir_alias_hack__pm30p0,e1_sr1600000_f1391304_idx09_fir_alias_hack__pm30p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1391304_idx09_fir_alias_hack__pm30p0.npz,E1,captured,power_tier_capture,2026-02-09T03:30:04.250338+00:00,1600000.0,1600000.0,0.0,1391304.347826087,1391304.347826087,alias_hack,-30.0,6,1,5,2048,0,True,0.0,13.566405392612916,5,-22,False,True,1,5,2048
e1_sr1600000_f1391304_idx09_fir_alias_hack__pm40p0,e1_sr1600000_f1391304_idx09_fir_alias_hack__pm40p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1391304_idx09_fir_alias_hack__pm40p0.npz,E1,captured_guard_fail,power_tier_capture,2026-02-09T03:30:02.203624+00:00,1600000.0,1600000.0,0.0,1391304.347826087,1391304.347826087,alias_hack,-40.0,6,1,5,2048,0,True,0.0,1.3470384926759027,2,-3,False,False,3,5,2048
e1_sr1600000_f1391304_idx09_fir_alias_hack__pm50p0,e1_sr1600000_f1391304_idx09_fir_alias_hack__pm50p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1391304_idx09_fir_alias_hack__pm50p0.npz,E1,captured_guard_fail,power_tier_capture,2026-02-09T03:29:58.157502+00:00,1600000.0,1600000.0,0.0,1391304.347826087,1391304.347826087,alias_hack,-50.0,6,1,5,2048,0,True,0.0,0.7494568510509149,1,-2,False,False,3,5,2048
e1_sr1600000_f1391304_idx09_fir_default__pm10p0,e1_sr1600000_f1391304_idx09_fir_default__pm10p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1391304_idx09_fir_default__pm10p0.npz,E1,captured,power_tier_capture,2026-02-09T03:26:51.398178+00:00,1600000.0,1600000.0,0.0,1391304.347826087,1391304.347826087,default,-10.0,6,1,5,2048,0,True,0.0,13.587242695464848,22,5,False,True,1,5,2048
e1_sr1600000_f1391304_idx09_fir_default__pp0p0,e1_sr1600000_f1391304_idx09_fir_default__pp0p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1391304_idx09_fir_default__pp0p0.npz,E1,captured,power_tier_capture,2026-02-09T03:26:53.351613+00:00,1600000.0,1600000.0,0.0,1391304.347826087,1391304.347826087,default,0.0,6,1,5,2048,0,True,0.0,67.1508263365592,82,41,False,True,1,5,2048
e1_sr1600000_f1391304_idx09_fir_default__pp10p0,e1_sr1600000_f1391304_idx09_fir_default__pp10p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1391304_idx09_fir_default__pp10p0.npz,E1,captured,power_tier_capture,2026-02-09T03:26:55.308062+00:00,1600000.0,1600000.0,0.0,1391304.347826087,1391304.347826087,default,10.0,6,1,5,2048,0,True,0.0,46.23168293353675,63,25,False,True,1,5,2048
e1_sr1600000_f139130_idx00_fir_alias_hack__pm30p0,e1_sr1600000_f139130_idx00_fir_alias_hack__pm30p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f139130_idx00_fir_alias_hack__pm30p0.npz,E1,captured_guard_fail,power_tier_capture,2026-02-09T03:28:34.025275+00:00,1600000.0,1600000.0,0.0,139130.4347826087,139130.4347826087,alias_hack,-30.0,6,1,5,2048,0,True,0.0,107.56617301915428,127,-128,True,False,3,5,2048
e1_sr1600000_f139130_idx00_fir_alias_hack__pm40p0,e1_sr1600000_f139130_idx00_fir_alias_hack__pm40p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f139130_idx00_fir_alias_hack__pm40p0.npz,E1,captured,power_tier_capture,2026-02-09T03:28:29.970829+00:00,1600000.0,1600000.0,0.0,139130.4347826087,139130.4347826087,alias_hack,-40.0,6,1,5,2048,0,True,0.0,36.70805588810386,55,-53,False,True,1,5,2048
e1_sr1600000_f139130_idx00_fir_alias_hack__pm50p0,e1_sr1600000_f139130_idx00_fir_alias_hack__pm50p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f139130_idx00_fir_alias_hack__pm50p0.npz,E1,captured,power_tier_capture,2026-02-09T03:28:27.928243+00:00,1600000.0,1600000.0,0.0,139130.4347826087,139130.4347826087,alias_hack,-50.0,6,1,5,2048,0,True,0.0,11.427211874352047,16,-17,False,True,1,5,2048
e1_sr1600000_f139130_idx00_fir_default__pm10p0,e1_sr1600000_f139130_idx00_fir_default__pm10p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f139130_idx00_fir_default__pm10p0.npz,E1,captured_guard_fail,power_tier_capture,2026-02-09T03:25:19.478101+00:00,1600000.0,1600000.0,0.0,139130.4347826087,139130.4347826087,default,-10.0,6,1,5,2048,0,True,0.0,124.11491874301619,127,-128,True,False,3,5,2048
e1_sr1600000_f139130_idx00_fir_default__pp0p0,e1_sr1600000_f139130_idx00_fir_default__pp0p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f139130_idx00_fir_default__pp0p0.npz,E1,captured_guard_fail,power_tier_capture,2026-02-09T03:25:23.210006+00:00,1600000.0,1600000.0,0.0,139130.4347826087,139130.4347826087,default,0.0,6,1,5,2048,0,True,0.0,124.3334663290655,127,-128,True,False,3,5,2048
e1_sr1600000_f139130_idx00_fir_default__pp10p0,e1_sr1600000_f139130_idx00_fir_default__pp10p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f139130_idx00_fir_default__pp10p0.npz,E1,captured_guard_fail,power_tier_capture,2026-02-09T03:25:26.941975+00:00,1600000.0,1600000.0,0.0,139130.4347826087,139130.4347826087,default,10.0,6,1,5,2048,0,True,0.0,122.3528875250853,127,-128,True,False,3,5,2048
e1_sr1600000_f1530435_idx10_fir_alias_hack__pm30p0,e1_sr1600000_f1530435_idx10_fir_alias_hack__pm30p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1530435_idx10_fir_alias_hack__pm30p0.npz,E1,captured,power_tier_capture,2026-02-09T03:30:15.391340+00:00,1600000.0,1600000.0,0.0,1530434.7826086958,1530434.7826086958,alias_hack,-30.0,6,1,5,2048,0,True,0.0,15.274606747981347,5,-31,False,True,1,5,2048
e1_sr1600000_f1530435_idx10_fir_alias_hack__pm40p0,e1_sr1600000_f1530435_idx10_fir_alias_hack__pm40p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1530435_idx10_fir_alias_hack__pm40p0.npz,E1,captured_guard_fail,power_tier_capture,2026-02-09T03:30:13.344129+00:00,1600000.0,1600000.0,0.0,1530434.7826086958,1530434.7826086958,alias_hack,-40.0,6,1,5,2048,0,True,0.0,1.3055464477413639,2,-3,False,False,3,5,2048
e1_sr1600000_f1530435_idx10_fir_alias_hack__pm50p0,e1_sr1600000_f1530435_idx10_fir_alias_hack__pm50p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1530435_idx10_fir_alias_hack__pm50p0.npz,E1,captured_guard_fail,power_tier_capture,2026-02-09T03:30:09.302471+00:00,1600000.0,1600000.0,0.0,1530434.7826086958,1530434.7826086958,alias_hack,-50.0,6,1,5,2048,0,True,0.0,0.6480801474884152,1,-2,False,False,3,5,2048
e1_sr1600000_f1530435_idx10_fir_default__pm10p0,e1_sr1600000_f1530435_idx10_fir_default__pm10p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1530435_idx10_fir_default__pm10p0.npz,E1,captured,power_tier_capture,2026-02-09T03:26:58.254143+00:00,1600000.0,1600000.0,0.0,1530434.7826086958,1530434.7826086958,default,-10.0,6,1,5,2048,0,True,0.0,13.99314813939958,21,2,False,True,1,5,2048
e1_sr1600000_f1530435_idx10_fir_default__pp0p0,e1_sr1600000_f1530435_idx10_fir_default__pp0p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1530435_idx10_fir_default__pp0p0.npz,E1,captured,power_tier_capture,2026-02-09T03:27:00.201910+00:00,1600000.0,1600000.0,0.0,1530434.7826086958,1530434.7826086958,default,0.0,6,1,5,2048,0,True,0.0,67.89687529813952,89,35,False,True,1,5,2048
e1_sr1600000_f1530435_idx10_fir_default__pp10p0,e1_sr1600000_f1530435_idx10_fir_default__pp10p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1530435_idx10_fir_default__pp10p0.npz,E1,captured,power_tier_capture,2026-02-09T03:27:02.141766+00:00,1600000.0,1600000.0,0.0,1530434.7826086958,1530434.7826086958,default,10.0,6,1,5,2048,0,True,0.0,43.390868062250654,55,11,False,True,1,5,2048
e1_sr1600000_f1669565_idx11_fir_alias_hack__pm30p0,e1_sr1600000_f1669565_idx11_fir_alias_hack__pm30p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1669565_idx11_fir_alias_hack__pm30p0.npz,E1,captured,power_tier_capture,2026-02-09T03:30:26.534122+00:00,1600000.0,1600000.0,0.0,1669565.2173913044,1669565.2173913044,alias_hack,-30.0,6,1,5,2048,0,True,0.0,14.81509720653762,5,-28,False,True,1,5,2048
e1_sr1600000_f1669565_idx11_fir_alias_hack__pm40p0,e1_sr1600000_f1669565_idx11_fir_alias_hack__pm40p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1669565_idx11_fir_alias_hack__pm40p0.npz,E1,captured_guard_fail,power_tier_capture,2026-02-09T03:30:24.483998+00:00,1600000.0,1600000.0,0.0,1669565.2173913044,1669565.2173913044,alias_hack,-40.0,6,1,5,2048,0,True,0.0,1.0519884997161015,2,-2,False,False,3,5,2048
e1_sr1600000_f1669565_idx11_fir_alias_hack__pm50p0,e1_sr1600000_f1669565_idx11_fir_alias_hack__pm50p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1669565_idx11_fir_alias_hack__pm50p0.npz,E1,captured_guard_fail,power_tier_capture,2026-02-09T03:30:20.443720+00:00,1600000.0,1600000.0,0.0,1669565.2173913044,1669565.2173913044,alias_hack,-50.0,6,1,5,2048,0,True,0.0,0.7033058738228728,1,-2,False,False,3,5,2048
e1_sr1600000_f1669565_idx11_fir_default__pm10p0,e1_sr1600000_f1669565_idx11_fir_default__pm10p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1669565_idx11_fir_default__pm10p0.npz,E1,captured,power_tier_capture,2026-02-09T03:27:05.089699+00:00,1600000.0,1600000.0,0.0,1669565.2173913044,1669565.2173913044,default,-10.0,6,1,5,2048,0,True,0.0,14.324277041690507,22,2,False,True,1,5,2048
e1_sr1600000_f1669565_idx11_fir_default__pp0p0,e1_sr1600000_f1669565_idx11_fir_default__pp0p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1669565_idx11_fir_default__pp0p0.npz,E1,captured,power_tier_capture,2026-02-09T03:27:07.038279+00:00,1600000.0,1600000.0,0.0,1669565.2173913044,1669565.2173913044,default,0.0,6,1,5,2048,0,True,0.0,67.19498732981187,99,39,False,True,1,5,2048
e1_sr1600000_f1669565_idx11_fir_default__pp10p0,e1_sr1600000_f1669565_idx11_fir_default__pp10p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1669565_idx11_fir_default__pp10p0.npz,E1,captured,power_tier_capture,2026-02-09T03:27:08.991725+00:00,1600000.0,1600000.0,0.0,1669565.2173913044,1669565.2173913044,default,10.0,6,1,5,2048,0,True,0.0,41.41893531478958,63,9,False,True,1,5,2048
e1_sr1600000_f1808696_idx12_fir_alias_hack__pm30p0,e1_sr1600000_f1808696_idx12_fir_alias_hack__pm30p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1808696_idx12_fir_alias_hack__pm30p0.npz,E1,captured,power_tier_capture,2026-02-09T03:30:37.746518+00:00,1600000.0,1600000.0,0.0,1808695.652173913,1808695.652173913,alias_hack,-30.0,6,1,5,2048,0,True,0.0,12.631711765197185,-3,-20,False,True,1,5,2048
e1_sr1600000_f1808696_idx12_fir_alias_hack__pm40p0,e1_sr1600000_f1808696_idx12_fir_alias_hack__pm40p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1808696_idx12_fir_alias_hack__pm40p0.npz,E1,captured_guard_fail,power_tier_capture,2026-02-09T03:30:35.631260+00:00,1600000.0,1600000.0,0.0,1808695.652173913,1808695.652173913,alias_hack,-40.0,6,1,5,2048,0,True,0.0,0.8712173173416515,1,-2,False,False,3,5,2048
e1_sr1600000_f1808696_idx12_fir_alias_hack__pm50p0,e1_sr1600000_f1808696_idx12_fir_alias_hack__pm50p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1808696_idx12_fir_alias_hack__pm50p0.npz,E1,captured_guard_fail,power_tier_capture,2026-02-09T03:30:31.590338+00:00,1600000.0,1600000.0,0.0,1808695.652173913,1808695.652173913,alias_hack,-50.0,6,1,5,2048,0,True,0.0,0.6980257392153384,1,-1,False,False,3,5,2048
e1_sr1600000_f1808696_idx12_fir_default__pm10p0,e1_sr1600000_f1808696_idx12_fir_default__pm10p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1808696_idx12_fir_default__pm10p0.npz,E1,captured,power_tier_capture,2026-02-09T03:27:11.939494+00:00,1600000.0,1600000.0,0.0,1808695.652173913,1808695.652173913,default,-10.0,6,1,5,2048,0,True,0.0,18.956670741836398,40,-2,False,True,1,5,2048
e1_sr1600000_f1808696_idx12_fir_default__pp0p0,e1_sr1600000_f1808696_idx12_fir_default__pp0p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1808696_idx12_fir_default__pp0p0.npz,E1,captured,power_tier_capture,2026-02-09T03:27:13.870309+00:00,1600000.0,1600000.0,0.0,1808695.652173913,1808695.652173913,default,0.0,6,1,5,2048,0,True,0.0,67.3293670179106,80,30,False,True,1,5,2048
e1_sr1600000_f1808696_idx12_fir_default__pp10p0,e1_sr1600000_f1808696_idx12_fir_default__pp10p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1808696_idx12_fir_default__pp10p0.npz,E1,captured,power_tier_capture,2026-02-09T03:27:15.819869+00:00,1600000.0,1600000.0,0.0,1808695.652173913,1808695.652173913,default,10.0,6,1,5,2048,0,True,0.0,36.061873659613234,44,13,False,True,1,5,2048
e1_sr1600000_f1947826_idx13_fir_alias_hack__pm30p0,e1_sr1600000_f1947826_idx13_fir_alias_hack__pm30p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1947826_idx13_fir_alias_hack__pm30p0.npz,E1,captured,power_tier_capture,2026-02-09T03:30:48.882873+00:00,1600000.0,1600000.0,0.0,1947826.086956522,1947826.086956522,alias_hack,-30.0,6,1,5,2048,0,True,0.0,24.495673589076585,21,-45,False,True,1,5,2048
e1_sr1600000_f1947826_idx13_fir_alias_hack__pm40p0,e1_sr1600000_f1947826_idx13_fir_alias_hack__pm40p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1947826_idx13_fir_alias_hack__pm40p0.npz,E1,captured_guard_fail,power_tier_capture,2026-02-09T03:30:46.834152+00:00,1600000.0,1600000.0,0.0,1947826.086956522,1947826.086956522,alias_hack,-40.0,6,1,5,2048,0,True,0.0,0.9011771322192844,1,-3,False,False,3,5,2048
e1_sr1600000_f1947826_idx13_fir_alias_hack__pm50p0,e1_sr1600000_f1947826_idx13_fir_alias_hack__pm50p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1947826_idx13_fir_alias_hack__pm50p0.npz,E1,captured_guard_fail,power_tier_capture,2026-02-09T03:30:42.795242+00:00,1600000.0,1600000.0,0.0,1947826.086956522,1947826.086956522,alias_hack,-50.0,6,1,5,2048,0,True,0.0,0.564222783954553,1,-1,False,False,3,5,2048
e1_sr1600000_f1947826_idx13_fir_default__pm10p0,e1_sr1600000_f1947826_idx13_fir_default__pm10p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1947826_idx13_fir_default__pm10p0.npz,E1,captured,power_tier_capture,2026-02-09T03:27:18.761620+00:00,1600000.0,1600000.0,0.0,1947826.086956522,1947826.086956522,default,-10.0,6,1,5,2048,0,True,0.0,15.397516126548771,25,-3,False,True,1,5,2048
e1_sr1600000_f1947826_idx13_fir_default__pp0p0,e1_sr1600000_f1947826_idx13_fir_default__pp0p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1947826_idx13_fir_default__pp0p0.npz,E1,captured,power_tier_capture,2026-02-09T03:27:20.718450+00:00,1600000.0,1600000.0,0.0,1947826.086956522,1947826.086956522,default,0.0,6,1,5,2048,0,True,0.0,65.07457272500733,85,46,False,True,1,5,2048
e1_sr1600000_f1947826_idx13_fir_default__pp10p0,e1_sr1600000_f1947826_idx13_fir_default__pp10p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f1947826_idx13_fir_default__pp10p0.npz,E1,captured,power_tier_capture,2026-02-09T03:27:22.674555+00:00,1600000.0,1600000.0,0.0,1947826.086956522,1947826.086956522,default,10.0,6,1,5,2048,0,True,0.0,36.608648341677736,65,8,False,True,1,5,2048
e1_sr1600000_f2086957_idx14_fir_alias_hack__pm30p0,e1_sr1600000_f2086957_idx14_fir_alias_hack__pm30p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f2086957_idx14_fir_alias_hack__pm30p0.npz,E1,captured,power_tier_capture,2026-02-09T03:31:00.023359+00:00,1600000.0,1600000.0,0.0,2086956.5217391306,2086956.5217391306,alias_hack,-30.0,6,1,5,2048,0,True,0.0,23.61877663566942,20,-43,False,True,1,5,2048
e1_sr1600000_f2086957_idx14_fir_alias_hack__pm40p0,e1_sr1600000_f2086957_idx14_fir_alias_hack__pm40p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f2086957_idx14_fir_alias_hack__pm40p0.npz,E1,captured_guard_fail,power_tier_capture,2026-02-09T03:30:57.987038+00:00,1600000.0,1600000.0,0.0,2086956.5217391306,2086956.5217391306,alias_hack,-40.0,6,1,5,2048,0,True,0.0,0.8906609205867424,1,-2,False,False,3,5,2048
e1_sr1600000_f2086957_idx14_fir_alias_hack__pm50p0,e1_sr1600000_f2086957_idx14_fir_alias_hack__pm50p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f2086957_idx14_fir_alias_hack__pm50p0.npz,E1,captured_guard_fail,power_tier_capture,2026-02-09T03:30:53.944366+00:00,1600000.0,1600000.0,0.0,2086956.5217391306,2086956.5217391306,alias_hack,-50.0,6,1,5,2048,0,True,0.0,0.7278247853488644,0,-2,False,False,3,5,2048
e1_sr1600000_f2086957_idx14_fir_default__pm10p0,e1_sr1600000_f2086957_idx14_fir_default__pm10p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f2086957_idx14_fir_default__pm10p0.npz,E1,captured,power_tier_capture,2026-02-09T03:27:25.610044+00:00,1600000.0,1600000.0,0.0,2086956.5217391306,2086956.5217391306,default,-10.0,6,1,5,2048,0,True,0.0,19.81881715020975,42,-8,False,True,1,5,2048
e1_sr1600000_f2086957_idx14_fir_default__pp0p0,e1_sr1600000_f2086957_idx14_fir_default__pp0p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f2086957_idx14_fir_default__pp0p0.npz,E1,captured,power_tier_capture,2026-02-09T03:27:27.558592+00:00,1600000.0,1600000.0,0.0,2086956.5217391306,2086956.5217391306,default,0.0,6,1,5,2048,0,True,0.0,66.14162552184149,97,31,False,True,1,5,2048
e1_sr1600000_f2086957_idx14_fir_default__pp10p0,e1_sr1600000_f2086957_idx14_fir_default__pp10p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f2086957_idx14_fir_default__pp10p0.npz,E1,captured,power_tier_capture,2026-02-09T03:27:29.501550+00:00,1600000.0,1600000.0,0.0,2086956.5217391306,2086956.5217391306,default,10.0,6,1,5,2048,0,True,0.0,34.523202312520354,52,-2,False,True,1,5,2048
e1_sr1600000_f2226087_idx15_fir_alias_hack__pm30p0,e1_sr1600000_f2226087_idx15_fir_alias_hack__pm30p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f2226087_idx15_fir_alias_hack__pm30p0.npz,E1,captured,power_tier_capture,2026-02-09T03:31:11.166286+00:00,1600000.0,1600000.0,0.0,2226086.9565217393,2226086.9565217393,alias_hack,-30.0,6,1,5,2048,0,True,0.0,22.326980560249613,17,-41,False,True,1,5,2048
e1_sr1600000_f2226087_idx15_fir_alias_hack__pm40p0,e1_sr1600000_f2226087_idx15_fir_alias_hack__pm40p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f2226087_idx15_fir_alias_hack__pm40p0.npz,E1,captured_guard_fail,power_tier_capture,2026-02-09T03:31:09.131793+00:00,1600000.0,1600000.0,0.0,2226086.9565217393,2226086.9565217393,alias_hack,-40.0,6,1,5,2048,0,True,0.0,0.7044653011957355,1,-2,False,False,3,5,2048
e1_sr1600000_f2226087_idx15_fir_alias_hack__pm50p0,e1_sr1600000_f2226087_idx15_fir_alias_hack__pm50p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f2226087_idx15_fir_alias_hack__pm50p0.npz,E1,captured_guard_fail,power_tier_capture,2026-02-09T03:31:05.079336+00:00,1600000.0,1600000.0,0.0,2226086.9565217393,2226086.9565217393,alias_hack,-50.0,6,1,5,2048,0,True,0.0,0.4745330540126972,1,-1,False,False,3,5,2048
e1_sr1600000_f2226087_idx15_fir_default__pm10p0,e1_sr1600000_f2226087_idx15_fir_default__pm10p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f2226087_idx15_fir_default__pm10p0.npz,E1,captured,power_tier_capture,2026-02-09T03:27:32.447800+00:00,1600000.0,1600000.0,0.0,2226086.9565217393,2226086.9565217393,default,-10.0,6,1,5,2048,0,True,0.0,17.963939354563298,26,-14,False,True,1,5,2048
e1_sr1600000_f2226087_idx15_fir_default__pp0p0,e1_sr1600000_f2226087_idx15_fir_default__pp0p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f2226087_idx15_fir_default__pp0p0.npz,E1,captured,power_tier_capture,2026-02-09T03:27:34.399892+00:00,1600000.0,1600000.0,0.0,2226086.9565217393,2226086.9565217393,default,0.0,6,1,5,2048,0,True,0.0,65.52362096435886,75,27,False,True,1,5,2048
e1_sr1600000_f2226087_idx15_fir_default__pp10p0,e1_sr1600000_f2226087_idx15_fir_default__pp10p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f2226087_idx15_fir_default__pp10p0.npz,E1,captured,power_tier_capture,2026-02-09T03:27:36.339976+00:00,1600000.0,1600000.0,0.0,2226086.9565217393,2226086.9565217393,default,10.0,6,1,5,2048,0,True,0.0,29.369813071546794,64,15,False,True,1,5,2048
e1_sr1600000_f2365217_idx16_fir_alias_hack__pm30p0,e1_sr1600000_f2365217_idx16_fir_alias_hack__pm30p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f2365217_idx16_fir_alias_hack__pm30p0.npz,E1,captured,power_tier_capture,2026-02-09T03:31:22.310381+00:00,1600000.0,1600000.0,0.0,2365217.391304348,2365217.391304348,alias_hack,-30.0,6,1,5,2048,0,True,0.0,19.048791712770054,12,-37,False,True,1,5,2048
e1_sr1600000_f2365217_idx16_fir_alias_hack__pm40p0,e1_sr1600000_f2365217_idx16_fir_alias_hack__pm40p0.npz,tar,data/raw/e1.tar.gz,e1/e1_sr1600000_f2365217_idx16_fir_alias_hack__pm40p0.npz,E1,captured_guard_fail,power_tier_capture,2026-02-09T03:31:20.275183+00:00,1600000.0,1600000.0,0.0,2365217.391304348,2365217.391304348,alias_hack,-40.0,6,1,5,2048,0,True,0.0,0.8447892425936308,2,-2,False,False,3,5,2048
