run_id,n_samples,delta_f_bin_hz,leakage_metric,min_resolvable_delta_f_hz,tone_frequency_hz,tone_bin_index,tone_bin_offset,is_bin_centered,leakage_db,qc_analysis_pass,qc_recommended_pass
e3_20260209T054801Z,2048,1562.5,0.5094514421776466,82812.49999999997,250000.0,160,0.0,True,-2.928972040015751,True,True
e3_20260209T054708Z,2048,1562.5,0.8214779036601358,82812.49999999997,333333.3,213,0.3333120000000065,False,-0.8540411384490769,True,True
e3_20260209T054900Z,2048,1562.5,0.9999875300225098,82812.49999999997,333333.3,213,0.3333120000000065,False,-5.415676180184165e-05,True,True
