run_id,f_true_hz,sample_rate_hz,predicted_alias_hz,measured_alias_hz,residual_hz,abs_residual_hz,uncertainty_hz,fir_mode,power_tier_dbm,status,adc_passes_guard,adc_is_clipped,qc_analysis_pass,qc_recommended_pass
e1_sr1000000_f86957_idx00_fir_alias_hack__pm40p0,86956.52173913043,1000000.026490954,86956.52173913049,86914.06480243643,-42.45693669405591,42.45693669405591,0.0,alias_hack,-40.0,captured,True,False,True,True
e1_sr1000000_f86957_idx00_fir_alias_hack__pm50p0,86956.52173913043,1000000.026490954,86956.52173913049,86914.06480243643,-42.45693669405591,42.45693669405591,0.0,alias_hack,-50.0,captured_guard_fail,False,False,True,False
e1_sr1000000_f956522_idx10_fir_alias_hack__pm30p0,956521.7391304348,1000000.026490954,-43478.287360519054,-43457.03240121822,21.254959300837072,21.254959300837072,0.0,alias_hack,-30.0,captured,True,False,True,True
e1_sr1000000_f956522_idx10_fir_alias_hack__pm40p0,956521.7391304348,1000000.026490954,-43478.287360519054,-43457.03240121822,21.254959300837072,21.254959300837072,0.0,alias_hack,-40.0,captured_guard_fail,False,False,True,False
e1_sr1000000_f956522_idx10_fir_alias_hack__pm50p0,956521.7391304348,1000000.026490954,-43478.287360519054,-43457.03240121822,21.254959300837072,21.254959300837072,0.0,alias_hack,-50.0,captured_guard_fail,False,False,True,False
e1_sr1000000_f956522_idx10_fir_default__pm10p0,956521.7391304348,1000000.026490954,-43478.287360519054,-43457.03240121822,21.254959300837072,21.254959300837072,0.0,default,-10.0,captured,True,False,True,True
e1_sr1000000_f956522_idx10_fir_default__pp0p0,956521.7391304348,1000000.026490954,-43478.287360519054,-43457.03240121822,21.254959300837072,21.254959300837072,0.0,default,0.0,captured,True,False,True,True
e1_sr1000000_f956522_idx10_fir_default__pp10p0,956521.7391304348,1000000.026490954,-43478.287360519054,-43457.03240121822,21.254959300837072,21.254959300837072,0.0,default,10.0,captured,True,False,True,True
e1_sr1600000_f1113043_idx07_fir_alias_hack__pm30p0,1113043.4782608696,1600000.0,-486956.5217391304,-486718.7499999999,237.77173913049046,237.77173913049046,6.507814330688532e-11,alias_hack,-30.0,captured,True,False,True,True
e1_sr1600000_f1113043_idx07_fir_alias_hack__pm40p0,1113043.4782608696,1600000.0,-486956.5217391304,-486718.7499999999,237.77173913049046,237.77173913049046,6.507814330688532e-11,alias_hack,-40.0,captured_guard_fail,False,False,True,False
e1_sr1600000_f1113043_idx07_fir_alias_hack__pm50p0,1113043.4782608696,1600000.0,-486956.5217391304,-486718.7499999999,237.77173913049046,237.77173913049046,6.507814330688532e-11,alias_hack,-50.0,captured_guard_fail,False,False,True,False
e1_sr1600000_f1113043_idx07_fir_default__pm10p0,1113043.4782608696,1600000.0,-486956.5217391304,-486718.7499999999,237.77173913049046,237.77173913049046,6.507814330688532e-11,default,-10.0,captured,True,False,True,True
e1_sr1600000_f1113043_idx07_fir_default__pp0p0,1113043.4782608696,1600000.0,-486956.5217391304,-486718.7499999999,237.77173913049046,237.77173913049046,6.507814330688532e-11,default,0.0,captured,True,False,True,True
e1_sr1600000_f1113043_idx07_fir_default__pp10p0,1113043.4782608696,1600000.0,-486956.5217391304,-486718.7499999999,237.77173913049046,237.77173913049046,6.507814330688532e-11,default,10.0,captured,True,False,True,True
e1_sr1600000_f1252174_idx08_fir_alias_hack__pm30p0,1252173.9130434783,1600000.0,-347826.0869565217,-347656.24999999994,169.83695652178722,169.83695652178722,0.0,alias_hack,-30.0,captured,True,False,True,True
e1_sr1600000_f1252174_idx08_fir_alias_hack__pm40p0,1252173.9130434783,1600000.0,-347826.0869565217,-347656.24999999994,169.83695652178722,169.83695652178722,0.0,alias_hack,-40.0,captured_guard_fail,False,False,True,False
e1_sr1600000_f1252174_idx08_fir_alias_hack__pm50p0,1252173.9130434783,1600000.0,-347826.0869565217,-347656.24999999994,169.83695652178722,169.83695652178722,0.0,alias_hack,-50.0,captured_guard_fail,False,False,True,False
e1_sr1600000_f1252174_idx08_fir_default__pm10p0,1252173.9130434783,1600000.0,-347826.0869565217,-347656.24999999994,169.83695652178722,169.83695652178722,0.0,default,-10.0,captured,True,False,True,True
e1_sr1600000_f1252174_idx08_fir_default__pp0p0,1252173.9130434783,1600000.0,-347826.0869565217,-347656.24999999994,169.83695652178722,169.83695652178722,0.0,default,0.0,captured,True,False,True,True
e1_sr1600000_f1252174_idx08_fir_default__pp10p0,1252173.9130434783,1600000.0,-347826.0869565217,-347656.24999999994,169.83695652178722,169.83695652178722,0.0,default,10.0,captured,True,False,True,True
e1_sr1600000_f1391304_idx09_fir_alias_hack__pm30p0,1391304.347826087,1600000.0,-208695.65217391308,-208593.74999999997,101.90217391311307,101.90217391311307,0.0,alias_hack,-30.0,captured,True,False,True,True
e1_sr1600000_f1391304_idx09_fir_alias_hack__pm40p0,1391304.347826087,1600000.0,-208695.65217391308,-208593.74999999997,101.90217391311307,101.90217391311307,0.0,alias_hack,-40.0,captured_guard_fail,False,False,True,False
e1_sr1600000_f1391304_idx09_fir_alias_hack__pm50p0,1391304.347826087,1600000.0,-208695.65217391308,-208593.74999999997,101.90217391311307,101.90217391311307,0.0,alias_hack,-50.0,captured_guard_fail,False,False,True,False
e1_sr1600000_f1391304_idx09_fir_default__pm10p0,1391304.347826087,1600000.0,-208695.65217391308,-208593.74999999997,101.90217391311307,101.90217391311307,0.0,default,-10.0,captured,True,False,True,True
e1_sr1600000_f1391304_idx09_fir_default__pp0p0,1391304.347826087,1600000.0,-208695.65217391308,-208593.74999999997,101.90217391311307,101.90217391311307,0.0,default,0.0,captured,True,False,True,True
e1_sr1600000_f1391304_idx09_fir_default__pp10p0,1391304.347826087,1600000.0,-208695.65217391308,-208593.74999999997,101.90217391311307,101.90217391311307,0.0,default,10.0,captured,True,False,True,True
e1_sr1600000_f139130_idx00_fir_alias_hack__pm30p0,139130.4347826087,1600000.0,139130.43478260865,139062.49999999997,-67.93478260867414,67.93478260867414,0.0,alias_hack,-30.0,captured_guard_fail,False,True,True,False
e1_sr1600000_f139130_idx00_fir_alias_hack__pm40p0,139130.4347826087,1600000.0,139130.43478260865,139062.49999999997,-67.93478260867414,67.93478260867414,0.0,alias_hack,-40.0,captured,True,False,True,True
e1_sr1600000_f139130_idx00_fir_alias_hack__pm50p0,139130.4347826087,1600000.0,139130.43478260865,139062.49999999997,-67.93478260867414,67.93478260867414,0.0,alias_hack,-50.0,captured,True,False,True,True
e1_sr1600000_f139130_idx00_fir_default__pm10p0,139130.4347826087,1600000.0,139130.43478260865,139062.49999999997,-67.93478260867414,67.93478260867414,0.0,default,-10.0,captured_guard_fail,False,True,True,False
e1_sr1600000_f139130_idx00_fir_default__pp0p0,139130.4347826087,1600000.0,139130.43478260865,139062.49999999997,-67.93478260867414,67.93478260867414,0.0,default,0.0,captured_guard_fail,False,True,True,False
e1_sr1600000_f139130_idx00_fir_default__pp10p0,139130.4347826087,1600000.0,139130.43478260865,139062.49999999997,-67.93478260867414,67.93478260867414,0.0,default,10.0,captured_guard_fail,False,True,True,False
e1_sr1600000_f1530435_idx10_fir_alias_hack__pm30p0,1530434.7826086958,1600000.0,-69565.2173913042,-69531.24999999999,33.967391304220655,33.967391304220655,0.0,alias_hack,-30.0,captured,True,False,True,True
e1_sr1600000_f1530435_idx10_fir_alias_hack__pm40p0,1530434.7826086958,1600000.0,-69565.2173913042,-69531.24999999999,33.967391304220655,33.967391304220655,0.0,alias_hack,-40.0,captured_guard_fail,False,False,True,False
e1_sr1600000_f1530435_idx10_fir_alias_hack__pm50p0,1530434.7826086958,1600000.0,-69565.2173913042,-69531.24999999999,33.967391304220655,33.967391304220655,0.0,alias_hack,-50.0,captured_guard_fail,False,False,True,False
e1_sr1600000_f1530435_idx10_fir_default__pm10p0,1530434.7826086958,1600000.0,-69565.2173913042,-69531.24999999999,33.967391304220655,33.967391304220655,0.0,default,-10.0,captured,True,False,True,True
e1_sr1600000_f1530435_idx10_fir_default__pp0p0,1530434.7826086958,1600000.0,-69565.2173913042,-69531.24999999999,33.967391304220655,33.967391304220655,0.0,default,0.0,captured,True,False,True,True
e1_sr1600000_f1530435_idx10_fir_default__pp10p0,1530434.7826086958,1600000.0,-69565.2173913042,-69531.24999999999,33.967391304220655,33.967391304220655,0.0,default,10.0,captured,True,False,True,True
e1_sr1600000_f1669565_idx11_fir_alias_hack__pm30p0,1669565.2173913044,1600000.0,69565.21739130467,69531.24999999999,-33.967391304686316,33.967391304686316,0.0,alias_hack,-30.0,captured,True,False,True,True
e1_sr1600000_f1669565_idx11_fir_alias_hack__pm40p0,1669565.2173913044,1600000.0,69565.21739130467,69531.24999999999,-33.967391304686316,33.967391304686316,0.0,alias_hack,-40.0,captured_guard_fail,False,False,True,False
e1_sr1600000_f1669565_idx11_fir_alias_hack__pm50p0,1669565.2173913044,1600000.0,69565.21739130467,69531.24999999999,-33.967391304686316,33.967391304686316,0.0,alias_hack,-50.0,captured_guard_fail,False,False,True,False
e1_sr1600000_f1669565_idx11_fir_default__pm10p0,1669565.2173913044,1600000.0,69565.21739130467,69531.24999999999,-33.967391304686316,33.967391304686316,0.0,default,-10.0,captured,True,False,True,True
e1_sr1600000_f1669565_idx11_fir_default__pp0p0,1669565.2173913044,1600000.0,69565.21739130467,69531.24999999999,-33.967391304686316,33.967391304686316,0.0,default,0.0,captured,True,False,True,True
e1_sr1600000_f1669565_idx11_fir_default__pp10p0,1669565.2173913044,1600000.0,69565.21739130467,69531.24999999999,-33.967391304686316,33.967391304686316,0.0,default,10.0,captured,True,False,True,True
e1_sr1600000_f1808696_idx12_fir_alias_hack__pm30p0,1808695.652173913,1600000.0,208695.65217391308,208593.74999999997,-101.90217391311307,101.90217391311307,0.0,alias_hack,-30.0,captured,True,False,True,True
e1_sr1600000_f1808696_idx12_fir_alias_hack__pm40p0,1808695.652173913,1600000.0,208695.65217391308,208593.74999999997,-101.90217391311307,101.90217391311307,0.0,alias_hack,-40.0,captured_guard_fail,False,False,True,False
e1_sr1600000_f1808696_idx12_fir_alias_hack__pm50p0,1808695.652173913,1600000.0,208695.65217391308,208593.74999999997,-101.90217391311307,101.90217391311307,0.0,alias_hack,-50.0,captured_guard_fail,False,False,True,False
e1_sr1600000_f1808696_idx12_fir_default__pm10p0,1808695.652173913,1600000.0,208695.65217391308,208593.74999999997,-101.90217391311307,101.90217391311307,0.0,default,-10.0,captured,True,False,True,True
e1_sr1600000_f1808696_idx12_fir_default__pp0p0,1808695.652173913,1600000.0,208695.65217391308,208593.74999999997,-101.90217391311307,101.90217391311307,0.0,default,0.0,captured,True,False,True,True
e1_sr1600000_f1808696_idx12_fir_default__pp10p0,1808695.652173913,1600000.0,208695.65217391308,208593.74999999997,-101.90217391311307,101.90217391311307,0.0,default,10.0,captured,True,False,True,True
e1_sr1600000_f1947826_idx13_fir_alias_hack__pm30p0,1947826.086956522,1600000.0,347826.08695652196,347656.24999999994,-169.83695652202005,169.83695652202005,0.0,alias_hack,-30.0,captured,True,False,True,True
e1_sr1600000_f1947826_idx13_fir_alias_hack__pm40p0,1947826.086956522,1600000.0,347826.08695652196,347656.24999999994,-169.83695652202005,169.83695652202005,0.0,alias_hack,-40.0,captured_guard_fail,False,False,True,False
e1_sr1600000_f1947826_idx13_fir_alias_hack__pm50p0,1947826.086956522,1600000.0,347826.08695652196,347656.24999999994,-169.83695652202005,169.83695652202005,0.0,alias_hack,-50.0,captured_guard_fail,False,False,True,False
e1_sr1600000_f1947826_idx13_fir_default__pm10p0,1947826.086956522,1600000.0,347826.08695652196,347656.24999999994,-169.83695652202005,169.83695652202005,0.0,default,-10.0,captured,True,False,True,True
e1_sr1600000_f1947826_idx13_fir_default__pp0p0,1947826.086956522,1600000.0,347826.08695652196,347187.49999999994,-638.58695652202,638.58695652202,2037.2507516258277,default,0.0,captured,True,False,True,True
e1_sr1600000_f1947826_idx13_fir_default__pp10p0,1947826.086956522,1600000.0,347826.08695652196,349687.49999999994,1861.41304347798,1861.41304347798,2037.2507516258277,default,10.0,captured,True,False,True,True
e1_sr1600000_f2086957_idx14_fir_alias_hack__pm30p0,2086956.5217391306,1600000.0,486956.52173913084,486718.7499999999,-237.77173913095612,237.77173913095612,6.507814330688532e-11,alias_hack,-30.0,captured,True,False,True,True
e1_sr1600000_f2086957_idx14_fir_alias_hack__pm40p0,2086956.5217391306,1600000.0,486956.52173913084,486718.7499999999,-237.77173913095612,237.77173913095612,6.507814330688532e-11,alias_hack,-40.0,captured_guard_fail,False,False,True,False
e1_sr1600000_f2086957_idx14_fir_alias_hack__pm50p0,2086956.5217391306,1600000.0,486956.52173913084,486718.7499999999,-237.77173913095612,237.77173913095612,6.507814330688532e-11,alias_hack,-50.0,captured_guard_fail,False,False,True,False
e1_sr1600000_f2086957_idx14_fir_default__pm10p0,2086956.5217391306,1600000.0,486956.52173913084,486406.2499999999,-550.2717391309561,550.2717391309561,4474.319082273861,default,-10.0,captured,True,False,True,True
e1_sr1600000_f2086957_idx14_fir_default__pp0p0,2086956.5217391306,1600000.0,486956.52173913084,487031.2499999999,74.72826086904388,74.72826086904388,3432.1691619513745,default,0.0,captured,True,False,True,True
e1_sr1600000_f2086957_idx14_fir_default__pp10p0,2086956.5217391306,1600000.0,486956.52173913084,487343.7499999999,387.2282608690439,387.2282608690439,2433.1892972495993,default,10.0,captured,True,False,True,True
e1_sr1600000_f2226087_idx15_fir_alias_hack__pm30p0,2226086.9565217393,1600000.0,626086.9565217393,625781.2499999999,-305.7065217393683,305.7065217393683,0.0,alias_hack,-30.0,captured,True,False,True,True
e1_sr1600000_f2226087_idx15_fir_alias_hack__pm40p0,2226086.9565217393,1600000.0,626086.9565217393,625781.2499999999,-305.7065217393683,305.7065217393683,0.0,alias_hack,-40.0,captured_guard_fail,False,False,True,False
e1_sr1600000_f2226087_idx15_fir_alias_hack__pm50p0,2226086.9565217393,1600000.0,626086.9565217393,625937.4999999999,-149.45652173936833,149.45652173936833,349.38562148434215,alias_hack,-50.0,captured_guard_fail,False,False,True,False
e1_sr1600000_f2226087_idx15_fir_default__pm10p0,2226086.9565217393,1600000.0,626086.9565217393,623437.4999999999,-2649.4565217393683,2649.4565217393683,2470.529422006546,default,-10.0,captured,True,False,True,True
e1_sr1600000_f2226087_idx15_fir_default__pp0p0,2226086.9565217393,1600000.0,626086.9565217393,625937.4999999999,-149.45652173936833,149.45652173936833,2838.4222069663983,default,0.0,captured,True,False,True,True
e1_sr1600000_f2226087_idx15_fir_default__pp10p0,2226086.9565217393,1600000.0,626086.9565217393,626406.2499999999,319.2934782606317,319.2934782606317,2728.788936964528,default,10.0,captured,True,False,True,True
e1_sr1600000_f2365217_idx16_fir_alias_hack__pm30p0,2365217.391304348,1600000.0,765217.3913043481,765468.7499999999,251.3586956517538,251.3586956517538,349.38562148434215,alias_hack,-30.0,captured,True,False,True,True
e1_sr1600000_f2365217_idx16_fir_alias_hack__pm40p0,2365217.391304348,1600000.0,765217.3913043481,764843.7499999999,-373.6413043482462,373.6413043482462,0.0,alias_hack,-40.0,captured_guard_fail,False,False,True,False
e1_sr1600000_f2365217_idx16_fir_alias_hack__pm50p0,2365217.391304348,1600000.0,765217.3913043481,765156.2499999999,-61.141304348246194,61.141304348246194,427.908248050911,alias_hack,-50.0,captured_guard_fail,False,False,True,False
e1_sr1600000_f2365217_idx16_fir_default__pm10p0,2365217.391304348,1600000.0,765217.3913043481,765312.4999999999,95.1086956517538,95.1086956517538,427.908248050911,default,-10.0,captured,True,False,True,True
e1_sr1600000_f2365217_idx16_fir_default__pp0p0,2365217.391304348,1600000.0,765217.3913043481,765312.4999999999,95.1086956517538,95.1086956517538,427.908248050911,default,0.0,captured,True,False,True,True
e1_sr1600000_f2365217_idx16_fir_default__pp10p0,2365217.391304348,1600000.0,765217.3913043481,764843.7499999999,-373.6413043482462,373.6413043482462,0.0,default,10.0,captured,True,False,True,True
e1_sr1600000_f2504348_idx17_fir_alias_hack__pm30p0,2504347.8260869565,1600000.0,-695652.1739130435,-695312.4999999999,339.67391304357443,339.67391304357443,0.0,alias_hack,-30.0,captured,True,False,True,True
e1_sr1600000_f2504348_idx17_fir_alias_hack__pm40p0,2504347.8260869565,1600000.0,-695652.1739130435,-695312.4999999999,339.67391304357443,339.67391304357443,0.0,alias_hack,-40.0,captured_guard_fail,False,False,True,False
e1_sr1600000_f2504348_idx17_fir_alias_hack__pm50p0,2504347.8260869565,1600000.0,-695652.1739130435,-695312.4999999999,339.67391304357443,339.67391304357443,0.0,alias_hack,-50.0,captured_guard_fail,False,False,True,False
e1_sr1600000_f2504348_idx17_fir_default__pm10p0,2504347.8260869565,1600000.0,-695652.1739130435,-695312.4999999999,339.67391304357443,339.67391304357443,0.0,default,-10.0,captured,True,False,True,True
e1_sr1600000_f2504348_idx17_fir_default__pp0p0,2504347.8260869565,1600000.0,-695652.1739130435,-695468.7499999999,183.42391304357443,183.42391304357443,349.38562148434215,default,0.0,captured,True,False,True,True
e1_sr1600000_f2504348_idx17_fir_default__pp10p0,2504347.8260869565,1600000.0,-695652.1739130435,-695312.4999999999,339.67391304357443,339.67391304357443,0.0,default,10.0,captured,True,False,True,True
e1_sr1600000_f2643478_idx18_fir_alias_hack__pm30p0,2643478.2608695654,1600000.0,-556521.7391304346,-556249.9999999999,271.73913043469656,271.73913043469656,0.0,alias_hack,-30.0,captured,True,False,True,True
e1_sr1600000_f2643478_idx18_fir_alias_hack__pm40p0,2643478.2608695654,1600000.0,-556521.7391304346,-556249.9999999999,271.73913043469656,271.73913043469656,0.0,alias_hack,-40.0,captured_guard_fail,False,False,True,False
e1_sr1600000_f2643478_idx18_fir_alias_hack__pm50p0,2643478.2608695654,1600000.0,-556521.7391304346,-556249.9999999999,271.73913043469656,271.73913043469656,0.0,alias_hack,-50.0,captured_guard_fail,False,False,True,False
e1_sr1600000_f2643478_idx18_fir_default__pm10p0,2643478.2608695654,1600000.0,-556521.7391304346,-556249.9999999999,271.73913043469656,271.73913043469656,0.0,default,-10.0,captured,True,False,True,True
e1_sr1600000_f2643478_idx18_fir_default__pp0p0,2643478.2608695654,1600000.0,-556521.7391304346,-556249.9999999999,271.73913043469656,271.73913043469656,0.0,default,0.0,captured,True,False,True,True
e1_sr1600000_f2643478_idx18_fir_default__pp10p0,2643478.2608695654,1600000.0,-556521.7391304346,-556249.9999999999,271.73913043469656,271.73913043469656,0.0,default,10.0,captured,True,False,True,True
e1_sr1600000_f2782609_idx19_fir_alias_hack__pm30p0,2782608.695652174,1600000.0,-417391.30434782617,-417187.49999999994,203.80434782622615,203.80434782622615,0.0,alias_hack,-30.0,captured,True,False,True,True
e1_sr1600000_f2782609_idx19_fir_alias_hack__pm40p0,2782608.695652174,1600000.0,-417391.30434782617,-417187.49999999994,203.80434782622615,203.80434782622615,0.0,alias_hack,-40.0,captured_guard_fail,False,False,True,False
e1_sr1600000_f2782609_idx19_fir_alias_hack__pm50p0,2782608.695652174,1600000.0,-417391.30434782617,-417187.49999999994,203.80434782622615,203.80434782622615,0.0,alias_hack,-50.0,captured_guard_fail,False,False,True,False
e1_sr1600000_f2782609_idx19_fir_default__pm10p0,2782608.695652174,1600000.0,-417391.30434782617,-417187.49999999994,203.80434782622615,203.80434782622615,0.0,default,-10.0,captured,True,False,True,True
e1_sr1600000_f2782609_idx19_fir_default__pp0p0,2782608.695652174,1600000.0,-417391.30434782617,-417656.24999999994,-264.94565217377385,264.94565217377385,1048.1568644530264,default,0.0,captured,True,False,True,True
e1_sr1600000_f2782609_idx19_fir_default__pp10p0,2782608.695652174,1600000.0,-417391.30434782617,-415624.99999999994,1766.3043478262261,1766.3043478262261,2209.7086912079612,default,10.0,captured,True,False,True,True
e1_sr1600000_f278261_idx01_fir_alias_hack__pm30p0,278260.8695652174,1600000.0,278260.8695652173,278124.99999999994,-135.86956521734828,135.86956521734828,0.0,alias_hack,-30.0,captured_guard_fail,False,True,True,False
e1_sr1600000_f278261_idx01_fir_alias_hack__pm40p0,278260.8695652174,1600000.0,278260.8695652173,278124.99999999994,-135.86956521734828,135.86956521734828,0.0,alias_hack,-40.0,captured,True,False,True,True
e1_sr1600000_f278261_idx01_fir_alias_hack__pm50p0,278260.8695652174,1600000.0,278260.8695652173,278124.99999999994,-135.86956521734828,135.86956521734828,0.0,alias_hack,-50.0,captured,True,False,True,True
e1_sr1600000_f278261_idx01_fir_default__pm10p0,278260.8695652174,1600000.0,278260.8695652173,278124.99999999994,-135.86956521734828,135.86956521734828,0.0,default,-10.0,captured_guard_fail,False,True,True,False
e1_sr1600000_f278261_idx01_fir_default__pp0p0,278260.8695652174,1600000.0,278260.8695652173,278124.99999999994,-135.86956521734828,135.86956521734828,0.0,default,0.0,captured_guard_fail,False,True,True,False
e1_sr1600000_f278261_idx01_fir_default__pp10p0,278260.8695652174,1600000.0,278260.8695652173,278124.99999999994,-135.86956521734828,135.86956521734828,0.0,default,10.0,captured_guard_fail,False,True,True,False
e1_sr1600000_f2921739_idx20_fir_alias_hack__pm30p0,2921739.1304347827,1600000.0,-278260.8695652173,-278124.99999999994,135.86956521734828,135.86956521734828,0.0,alias_hack,-30.0,captured,True,False,True,True
e1_sr1600000_f2921739_idx20_fir_alias_hack__pm40p0,2921739.1304347827,1600000.0,-278260.8695652173,-278124.99999999994,135.86956521734828,135.86956521734828,0.0,alias_hack,-40.0,captured_guard_fail,False,False,True,False
e1_sr1600000_f2921739_idx20_fir_alias_hack__pm50p0,2921739.1304347827,1600000.0,-278260.8695652173,-278124.99999999994,135.86956521734828,135.86956521734828,0.0,alias_hack,-50.0,captured_guard_fail,False,False,True,False
e1_sr1600000_f2921739_idx20_fir_default__pm10p0,2921739.1304347827,1600000.0,-278260.8695652173,-277187.49999999994,1073.3695652173483,1073.3695652173483,3960.5599548864298,default,-10.0,captured,True,False,True,True
e1_sr1600000_f2921739_idx20_fir_default__pp0p0,2921739.1304347827,1600000.0,-278260.8695652173,-278437.49999999994,-176.63043478265172,176.63043478265172,698.7712429686843,default,0.0,captured,True,False,True,True
e1_sr1600000_f2921739_idx20_fir_default__pp10p0,2921739.1304347827,1600000.0,-278260.8695652173,-276249.99999999994,2010.8695652173483,2010.8695652173483,2795.084971874737,default,10.0,captured,True,False,True,True
e1_sr1600000_f3060870_idx21_fir_alias_hack__pm30p0,3060869.5652173916,1600000.0,-139130.4347826084,-139062.49999999997,67.93478260844131,67.93478260844131,0.0,alias_hack,-30.0,captured,True,False,True,True
e1_sr1600000_f3060870_idx21_fir_alias_hack__pm40p0,3060869.5652173916,1600000.0,-139130.4347826084,-139062.49999999997,67.93478260844131,67.93478260844131,0.0,alias_hack,-40.0,captured_guard_fail,False,False,True,False
e1_sr1600000_f3060870_idx21_fir_alias_hack__pm50p0,3060869.5652173916,1600000.0,-139130.4347826084,-139062.49999999997,67.93478260844131,67.93478260844131,0.0,alias_hack,-50.0,captured_guard_fail,False,False,True,False
e1_sr1600000_f3060870_idx21_fir_default__pm10p0,3060869.5652173916,1600000.0,-139130.4347826084,-139062.49999999997,67.93478260844131,67.93478260844131,0.0,default,-10.0,captured,True,False,True,True
e1_sr1600000_f3060870_idx21_fir_default__pp0p0,3060869.5652173916,1600000.0,-139130.4347826084,-139062.49999999997,67.93478260844131,67.93478260844131,0.0,default,0.0,captured,True,False,True,True
e1_sr1600000_f3060870_idx21_fir_default__pp10p0,3060869.5652173916,1600000.0,-139130.4347826084,-139062.49999999997,67.93478260844131,67.93478260844131,0.0,default,10.0,captured,True,False,True,True
e1_sr1600000_f3200000_idx22_fir_alias_hack__pm30p0,3200000.0,1600000.0,0.0,-1718.7499999999995,-1718.7499999999995,1718.7499999999995,1397.5424859373684,alias_hack,-30.0,captured,True,False,True,True
e1_sr1600000_f3200000_idx22_fir_alias_hack__pm40p0,3200000.0,1600000.0,0.0,-5156.249999999999,-5156.249999999999,5156.249999999999,1307.2812914594929,alias_hack,-40.0,captured_guard_fail,False,False,True,False
e1_sr1600000_f3200000_idx22_fir_alias_hack__pm50p0,3200000.0,1600000.0,0.0,-3281.249999999999,-3281.249999999999,3281.249999999999,2167.8807696111885,alias_hack,-50.0,captured_guard_fail,False,False,True,False
e1_sr1600000_f3200000_idx22_fir_default__pm10p0,3200000.0,1600000.0,0.0,-6249.999999999999,-6249.999999999999,6249.999999999999,0.0,default,-10.0,captured,True,False,True,True
e1_sr1600000_f3200000_idx22_fir_default__pp0p0,3200000.0,1600000.0,0.0,-6249.999999999999,-6249.999999999999,6249.999999999999,0.0,default,0.0,captured,True,False,True,True
e1_sr1600000_f3200000_idx22_fir_default__pp10p0,3200000.0,1600000.0,0.0,-6249.999999999999,-6249.999999999999,6249.999999999999,0.0,default,10.0,captured,True,False,True,True
e1_sr1600000_f417391_idx02_fir_alias_hack__pm30p0,417391.3043478261,1600000.0,417391.30434782617,417187.49999999994,-203.80434782622615,203.80434782622615,0.0,alias_hack,-30.0,captured_guard_fail,False,True,True,False
e1_sr1600000_f417391_idx02_fir_alias_hack__pm40p0,417391.3043478261,1600000.0,417391.30434782617,417187.49999999994,-203.80434782622615,203.80434782622615,0.0,alias_hack,-40.0,captured,True,False,True,True
e1_sr1600000_f417391_idx02_fir_alias_hack__pm50p0,417391.3043478261,1600000.0,417391.30434782617,417187.49999999994,-203.80434782622615,203.80434782622615,0.0,alias_hack,-50.0,captured,True,False,True,True
e1_sr1600000_f417391_idx02_fir_default__pm10p0,417391.3043478261,1600000.0,417391.30434782617,417187.49999999994,-203.80434782622615,203.80434782622615,0.0,default,-10.0,captured_guard_fail,False,True,True,False
e1_sr1600000_f417391_idx02_fir_default__pp0p0,417391.3043478261,1600000.0,417391.30434782617,417187.49999999994,-203.80434782622615,203.80434782622615,0.0,default,0.0,captured_guard_fail,False,True,True,False
e1_sr1600000_f417391_idx02_fir_default__pp10p0,417391.3043478261,1600000.0,417391.30434782617,417187.49999999994,-203.80434782622615,203.80434782622615,0.0,default,10.0,captured_guard_fail,False,True,True,False
e1_sr1600000_f556522_idx03_fir_alias_hack__pm30p0,556521.7391304348,1600000.0,556521.7391304348,556249.9999999999,-271.7391304349294,271.7391304349294,0.0,alias_hack,-30.0,captured_guard_fail,False,True,True,False
e1_sr1600000_f556522_idx03_fir_alias_hack__pm40p0,556521.7391304348,1600000.0,556521.7391304348,556249.9999999999,-271.7391304349294,271.7391304349294,0.0,alias_hack,-40.0,captured,True,False,True,True
e1_sr1600000_f556522_idx03_fir_alias_hack__pm50p0,556521.7391304348,1600000.0,556521.7391304348,556249.9999999999,-271.7391304349294,271.7391304349294,0.0,alias_hack,-50.0,captured,True,False,True,True
e1_sr1600000_f556522_idx03_fir_default__pm10p0,556521.7391304348,1600000.0,556521.7391304348,556249.9999999999,-271.7391304349294,271.7391304349294,0.0,default,-10.0,captured_guard_fail,False,True,True,False
e1_sr1600000_f556522_idx03_fir_default__pp0p0,556521.7391304348,1600000.0,556521.7391304348,556249.9999999999,-271.7391304349294,271.7391304349294,0.0,default,0.0,captured_guard_fail,False,True,True,False
e1_sr1600000_f556522_idx03_fir_default__pp10p0,556521.7391304348,1600000.0,556521.7391304348,556249.9999999999,-271.7391304349294,271.7391304349294,0.0,default,10.0,captured_guard_fail,False,True,True,False
e1_sr1600000_f695652_idx04_fir_alias_hack__pm30p0,695652.1739130435,1600000.0,695652.1739130435,695312.4999999999,-339.67391304357443,339.67391304357443,0.0,alias_hack,-30.0,captured_guard_fail,False,True,True,False
e1_sr1600000_f695652_idx04_fir_alias_hack__pm40p0,695652.1739130435,1600000.0,695652.1739130435,695312.4999999999,-339.67391304357443,339.67391304357443,0.0,alias_hack,-40.0,captured,True,False,True,True
