run_id,window,sample_rate_hz,n_samples,n_blocks_used,frequency_hz,power_v2
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1310937.4999999998,1.9383315531428124e-05
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1309374.9999999998,3.380088707228392e-05
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1307812.4999999998,6.764081157441926e-05
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1306249.9999999998,4.921498248009295e-05
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1304687.4999999998,5.274568075707229e-05
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1303124.9999999998,6.276449018561103e-05
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1301562.4999999998,0.00020975764854229358
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1299999.9999999998,0.00015523551092594588
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1298437.4999999998,3.268864529143618e-05
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1296874.9999999998,1.7741012064711082e-05
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1295312.4999999998,3.352054420713007e-05
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1293749.9999999998,5.1502062587949115e-05
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1292187.4999999998,0.00014532453794541814
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1290624.9999999998,0.00013924231007438685
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1289062.4999999998,0.000169548047670848
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1287499.9999999998,0.00021877253949900013
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1285937.4999999998,0.00011942809691496836
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1284374.9999999998,0.00015225858021014407
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1282812.4999999998,0.00018036595446738234
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1281249.9999999998,0.0001204678203336541
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1279687.4999999998,8.394222702470049e-05
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1278124.9999999998,2.3370311927651387e-05
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1276562.4999999998,4.20436268234915e-05
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1274999.9999999998,9.342158329528506e-05
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1273437.4999999998,0.00013129477694168065
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1271874.9999999998,0.00031540452457511455
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1270312.4999999998,0.0003497437967469388
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1268749.9999999998,0.0002892722502431296
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1267187.4999999998,0.0004611819134299926
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1265624.9999999998,0.0002934306252698493
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1264062.4999999998,0.00028248001474852715
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1262499.9999999998,0.00011409850005786636
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1260937.4999999998,0.0003449167299594832
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1259374.9999999998,0.0007639119311669744
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1257812.4999999998,0.000790180252949676
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1256249.9999999998,0.0008861609272312225
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1254687.4999999998,0.0013380550571633113
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1253124.9999999998,0.004393624073490147
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1251562.4999999998,0.011413126318655636
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1249999.9999999998,0.028342564476423925
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1248437.4999999998,0.028725426867545423
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1246874.9999999998,0.006766940574210141
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1245312.4999999998,0.0019579988945517385
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1243749.9999999998,0.0011195763105890703
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1242187.4999999998,0.0006858967431544496
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1240624.9999999998,0.0003734720645442272
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1239062.4999999998,0.00039501868977419205
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1237499.9999999998,0.000335789421809574
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1235937.4999999998,7.397460454335008e-05
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1234374.9999999998,5.1439273463204216e-05
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1232812.4999999998,0.0001397393876848895
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1231249.9999999998,0.00022885614972492857
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1229687.4999999998,0.00023185002073342073
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1228124.9999999998,0.00027992198813560663
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1226562.4999999998,0.0002235047732964971
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1224999.9999999998,0.00016157011657197352
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1223437.4999999998,7.796257238582122e-05
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1221874.9999999998,7.068962325830112e-05
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1220312.4999999998,0.0001456188062625827
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1218749.9999999998,0.00019863826836270145
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1217187.4999999998,0.00010304476356559409
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1215624.9999999998,7.883394251266082e-05
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1214062.4999999998,0.00012235178671632894
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1212499.9999999998,0.00012068760881393551
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1210937.4999999998,0.00012475681956119477
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1209374.9999999998,5.9586567547952084e-05
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1207812.4999999998,0.0001225557648818525
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1206249.9999999998,0.00021971711328313133
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1204687.4999999998,0.00010884207445645173
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1203124.9999999998,0.00011664668952948659
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1201562.4999999998,0.0004915774050075377
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1199999.9999999998,0.0014673605365714056
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1198437.4999999998,0.0008322127311706949
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1196874.9999999998,0.00023376349739767714
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1195312.4999999998,0.00019218053404926075
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1193749.9999999998,0.000162832774379466
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1192187.4999999998,0.00023264804574789946
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1190624.9999999998,0.0003424397866419612
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1189062.4999999998,0.0002535971388765843
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1187499.9999999998,0.00015277998384818898
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1185937.4999999998,0.0004773934788141129
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1184374.9999999998,0.000704416122312146
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1182812.4999999998,0.00025200187476726976
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1181249.9999999998,8.268233711442274e-05
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1179687.4999999998,0.00011235568564974105
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1178124.9999999998,0.0005248572058405808
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1176562.4999999998,0.0009392218261188919
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1174999.9999999998,0.0011199746276813504
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1173437.4999999998,0.0015178912426511973
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1171874.9999999998,0.0030398224028736764
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1170312.4999999998,0.007957180382192609
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1168749.9999999998,0.026565630158328572
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1167187.4999999998,0.04888886488297324
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1165624.9999999998,0.07639740067229654
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1164062.4999999998,0.030565894420600405
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1162499.9999999998,0.006318963487414886
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1160937.4999999998,0.0029551249791191676
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1159374.9999999998,0.001987604685659227
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1157812.4999999998,0.0011858495841694473
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1156249.9999999998,0.0010233875656273303
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1154687.4999999998,0.0007987723987328719
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1153124.9999999998,0.00025592455433105885
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1151562.4999999998,0.00017271687258695642
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1149999.9999999998,0.0002297086624233798
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1148437.4999999998,0.0006277630985843027
e3_20260209T054708Z,blackman,3200000.0,2048,5,-1146874.9999999998,0.0005534835394099736
